의안번호,대수,법률안명,제안자,대표발의자,공동발의자,상세페이지,소관위원회,제안일,처리상태,제안자목록링크
2109649,21,출입국관리법 일부개정법률안,강준현의원등10인,강준현,"김민석,김영호,김회재,박성준,송재호,이성만,이장섭,전용기,조응천",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2A1A0N3N1S2R0D9M2Z5M1J0V4P9S4&ageFrom=21&ageTo=21,법제사법위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2A1A0N3N1S2R0D9M2Z5M1J0V4P9S4
2109648,21,공직선거법 일부개정법률안,김윤덕의원등12인,김윤덕,"강훈식,김철민,문진석,박상혁,안호영,윤재갑,윤준병,이규민,이수진,전용기,정춘숙",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2A1R0U4I1Z5S1J6O0V0Q2O9Y1J2M8&ageFrom=21&ageTo=21,행정안전위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2A1R0U4I1Z5S1J6O0V0Q2O9Y1J2M8
2109647,21,사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안,박대수의원등10인,박대수,"권명호,김성원,김웅,김형동,서범수,양금희,이종성,정찬민,지성호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2R1C0X3D2R3S0G9U2A2X2L2D2Z5B1&ageFrom=21&ageTo=21,법제사법위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2R1C0X3D2R3S0G9U2A2X2L2D2Z5B1
2109646,21,법무사법 일부개정법률안,김원이의원등12인,김원이,"맹성규,박성준,박홍근,서영석,신정훈,윤건영,이동주,이정문,이해식,최혜영,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2O1P0B3E1E6W1M4L4T9O4J3Z9I9Q5&ageFrom=21&ageTo=21,법제사법위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2O1P0B3E1E6W1M4L4T9O4J3Z9I9Q5
2109645,21,제대군인지원에 관한 법률 일부개정법률안,김병주의원등20인,김병주,"김남국,김병기,김승원,김영배,민병덕,안규백,양기대,양향자,오영환,유정주,윤관석,윤영덕,윤준병,이규민,임오경,전용기,전재수,주철현,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2D1D0S4J2U0W0O9E1X7B4U2X5P4K5&ageFrom=21&ageTo=21,정무위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2D1D0S4J2U0W0O9E1X7B4U2X5P4K5
2109644,21,수도권정비계획법 일부개정법률안,김윤덕의원 등 10인,김윤덕,"강훈식,김철민,안호영,양향자,윤재갑,윤준병,이학영,정춘숙,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2I1K0N3U1E7Q1A0Z3U8V5C5E0Q2T2&ageFrom=21&ageTo=21,국토교통위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2I1K0N3U1E7Q1A0Z3U8V5C5E0Q2T2
2109643,21,군인 재해보상법 일부개정법률안,기동민의원등12인,기동민,"강훈식,김병기,김영배,김원이,노웅래,도종환,윤준병,이규민,이정문,임종성,한준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2S1T0W4B2X0X1D7Q1T1B2D7O9J2X1&ageFrom=21&ageTo=21,국방위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2S1T0W4B2X0X1D7Q1T1B2D7O9J2X1
2109642,21,아동복지법 일부개정법률안,최연숙의원 등 10인,최연숙,"권영세,권은희,김병욱,김정재,남인순,서정숙,이명수,이태규,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2O1O0N4J2X1F1R5X3O3B2G6T8L4Q1&ageFrom=21&ageTo=21,보건복지위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2O1O0N4J2X1F1R5X3O3B2G6T8L4Q1
2109641,21,청소년활동 진흥법 일부개정법률안,장경태의원등10인,장경태,"김남국,김영호,민형배,서삼석,이수진,이수진,이용빈,이원욱,정춘숙",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2T1U0T2B2S5A1W5Y3J0W4U1S0Z4S5&ageFrom=21&ageTo=21,여성가족위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_J2T1U0T2B2S5A1W5Y3J0W4U1S0Z4S5
2109640,21,공동주택관리법 일부개정법률안,홍기원의원 등 12인,홍기원,"고영인,기동민,김민기,김주영,박상혁,신동근,안규백,윤준병,이규민,이정문,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2P1I0N4Y2V0W1D4I4U7X0Z7Q4S3T4&ageFrom=21&ageTo=21,국토교통위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_J2P1I0N4Y2V0W1D4I4U7X0Z7Q4S3T4
2109639,21,교통약자의 이동편의 증진법 일부개정법률안,문정복의원등16인,문정복,"강선우,기동민,민병덕,박성민,양경숙,양정숙,오영환,우원식,유정주,이수진,이용빈,장경태,장철민,최혜영,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2F1Z0C4H1H3X1F0K5N8J1J1S4O0I7&ageFrom=21&ageTo=21,국토교통위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2F1Z0C4H1H3X1F0K5N8J1J1S4O0I7
2109638,21,관세사법 일부개정법률안,김원이의원등12인,김원이,"맹성규,박성준,박홍근,서영석,신정훈,윤건영,이동주,이정문,이해식,최혜영,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2B1C0N3F1C6K1W4I5I1W2V0N1E4S0&ageFrom=21&ageTo=21,기획재정위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2B1C0N3F1C6K1W4I5I1W2V0N1E4S0
2109637,21,조세특례제한법 일부개정법률안,추경호의원등16인,추경호,"권성동,김기현,김도읍,김승수,김예지,김은혜,박완수,백종헌,윤재옥,윤창현,이영,이종배,임이자,허은아,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2J1Q0Z4I1W2V1D1Y0F1L0Y6S9I4P6&ageFrom=21&ageTo=21,기획재정위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2J1Q0Z4I1W2V1D1Y0F1L0Y6S9I4P6
2109636,21,영유아보육법 일부개정법률안,임이자의원등10인,임이자,"권명호,김석기,박덕흠,박성민,서범수,송석준,이종성,정점식,추경호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2C1D0Z4A1M5L0O9A4K5F2C3B4B3A4&ageFrom=21&ageTo=21,보건복지위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2C1D0Z4A1M5L0O9A4K5F2C3B4B3A4
2109635,21,주취자 범죄의 예방 및 처벌 등에 관한 법률안,김용판의원 등 64인,김용판,"강대식,강민국,곽상도,구자근,권명호,권성동,권영세,김기현,김미애,김민철,김병욱,김석기,김선교,김승수,김영식,김예지,김은혜,김태호,김태흠,김형동,류성걸,박대수,박덕흠,박성민,박수영,박완수,배준영,백종헌,서범수,서일준,성일종,송언석,신원식,양금희,엄태영,오영환,유경준,윤두현,윤재옥,윤창현,이만희,이명수,이영,이용,이종성,이주환,이철규,임이자,임호선,전혜숙,정경희,정찬민,정희용,조경태,조명희,조수진,조태용,최승재,추경호,태영호,하영제,한기호,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2R1V0A4U2P1D1M3K4I7H5P0E5W3M4&ageFrom=21&ageTo=21,행정안전위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2R1V0A4U2P1D1M3K4I7H5P0E5W3M4
2109634,21,상훈법 일부개정법률안,조명희의원 등 22인,조명희,"강기윤,권명호,김미애,김영식,김형동,배현진,서범수,신원식,안병길,양금희,윤주경,이달곤,이용,이종성,정경희,정희용,조태용,추경호,하영제,한무경,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2R1H0F4M2O1L1J1I5U6J2B8G3Z9X1&ageFrom=21&ageTo=21,행정안전위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Z2R1H0F4M2O1L1J1I5U6J2B8G3Z9X1
2109633,21,공직선거법 일부개정법률안,조명희의원 등 16인,조명희,"권명호,김영식,김형동,배현진,서범수,서정숙,신원식,안병길,양금희,이영,이종성,정경희,정희용,하영제,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2D1J0G4T2Y1T1A1Q5D2T3O1R9P0R1&ageFrom=21&ageTo=21,행정안전위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2D1J0G4T2Y1T1A1Q5D2T3O1R9P0R1
2109632,21,검찰청법 일부개정법률안,윤한홍의원등17인,윤한홍,"권성동,김도읍,김형동,배현진,서일준,유경준,윤창현,이만희,이용,장제원,조수진,조태용,최승재,최춘식,태영호,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2N1V0W3M1Q8L2S1W5I5I2W2X6G6Y5&ageFrom=21&ageTo=21,법제사법위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2N1V0W3M1Q8L2S1W5I5I2W2X6G6Y5
2109631,21,공인회계사법 일부개정법률안,김원이의원등12인,김원이,"맹성규,박성준,박홍근,서영석,신정훈,윤건영,이동주,이정문,이해식,최혜영,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2Q1L0Q3N1M6T1E4D5P2U1Y7V7A2A7&ageFrom=21&ageTo=21,정무위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2Q1L0Q3N1M6T1E4D5P2U1Y7V7A2A7
2109630,21,청년기본법 일부개정법률안,김원이의원 등 12인,김원이,"박성준,박완주,박홍근,서영석,이동주,이수진,이정문,이해식,최종윤,최혜영,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2F1X0K3N1O6N1N4H4E6A4F1G0C2V3&ageFrom=21&ageTo=21,정무위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2F1X0K3N1O6N1N4H4E6A4F1G0C2V3
2109629,21,고위공직자범죄수사처 설치 및 운영에 관한 법률 일부개정법률안,윤한홍의원등17인,윤한홍,"권성동,김도읍,김형동,배현진,서일준,유경준,윤창현,이만희,이용,장제원,조수진,조태용,최승재,최춘식,태영호,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2F1K0Q3R1V8J2T1B5I8G2S9I9T5E9&ageFrom=21&ageTo=21,법제사법위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2F1K0Q3R1V8J2T1B5I8G2S9I9T5E9
2109628,21,근로기준법 일부개정법률안,엄태영의원 등 11인,엄태영,"권명호,김은혜,김희곤,박덕흠,이철규,정찬민,최승재,최형두,한무경,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2M1H0Q4N2P1I1X1C0P8T0Q7G6R5W6&ageFrom=21&ageTo=21,환경노동위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2M1H0Q4N2P1I1X1C0P8T0Q7G6R5W6
2109627,21,변리사법 일부개정법률안,김원이의원 등 12인,김원이,"맹성규,박성준,박홍근,서영석,신정훈,윤건영,이동주,이정문,이해식,최혜영,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2U1W0Q3H1V6Z1E4I5D3Z2W2S3U7K6&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2U1W0Q3H1V6Z1E4I5D3Z2W2S3U7K6
2109626,21,정부기관 및 공공법인 등의 광고시행에 관한 법률 일부개정법률안,이상민의원등10인,이상민,"기동민,김교흥,김영호,김윤덕,박성준,정춘숙,조승래,홍익표,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2U0Z1Q1X1L0L1H8M4E0J4J8Q2Q9B5&ageFrom=21&ageTo=21,문화체육관광위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2U0Z1Q1X1L0L1H8M4E0J4J8Q2Q9B5
2109625,21,농지법 일부개정법률안,박영순의원 등 15인,박영순,"강준현,김병주,김의겸,맹성규,신정훈,오영환,윤준병,이규민,이상민,이상헌,이용호,조승래,허종식,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2K1W0Q3T3R0L1M4I1Y5U3E4I1D1K8&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2K1W0Q3T3R0L1M4I1Y5U3E4I1D1K8
2109624,21,형사소송법 일부개정법률안,김정재의원 등 10인,김정재,"김영식,김형동,박대출,윤두현,이영,이용,최형두,추경호,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2W1E0Z4P2L1X1Y0N2Y4Y2N5F6B1M9&ageFrom=21&ageTo=21,법제사법위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2W1E0Z4P2L1X1Y0N2Y4Y2N5F6B1M9
2109623,21,농어업인의 안전보험 및 안전재해예방에 관한 법률 일부개정법률안,주철현의원등14인,주철현,"권인숙,김회재,서삼석,소병철,송기헌,송재호,신영대,양정숙,윤준병,이병훈,정일영,조오섭,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2E1K0P3V2A3Q1C4J1O1D5X5P4I9V2&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2E1K0P3V2A3Q1C4J1O1D5X5P4I9V2
2109622,21,국회법 일부개정법률안,정진석의원 등 10인,정진석,"김석기,김정재,김태흠,박덕흠,유상범,이명수,이종성,지성호,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2I1D0O4W2Z1Y0Q9U2V0Q3V6I4T9Y2&ageFrom=21&ageTo=21,국회운영위원회,2021-04-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2I1D0O4W2Z1Y0Q9U2V0Q3V6I4T9Y2
2109621,21,전자장치 부착 등에 관한 법률 일부개정법률안,소병철의원등13인,소병철,"김남국,김병기,김정호,김종민,맹성규,박성준,백혜련,송기헌,정일영,조승래,진성준,홍영표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2P1Y0M4I1Q5D1M8F3G8N1I2N1K6S7&ageFrom=21&ageTo=21,법제사법위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2P1Y0M4I1Q5D1M8F3G8N1I2N1K6S7
2109620,21,형 집행 종료 후 보호관찰에 관한 법률안,소병철의원등13인,소병철,"김남국,김병기,김정호,김종민,맹성규,박성준,백혜련,송기헌,정일영,조승래,진성준,홍영표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2L1V0K4A1X5N1I8E3R9A4R3U6R1O3&ageFrom=21&ageTo=21,법제사법위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2L1V0K4A1X5N1I8E3R9A4R3U6R1O3
2109619,21,게임산업진흥에 관한 법률 일부개정법률안,하태경의원등11인,하태경,"권명호,김예지,류호정,서일준,양금희,이양수,이종배,이종성,정희용,지성호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2J1J0G4H1U9T1G5V2K0U4V2V7K9E1&ageFrom=21&ageTo=21,문화체육관광위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2J1J0G4H1U9T1G5V2K0U4V2V7K9E1
2109618,21,저작권법 일부개정법률안,김영식의원 등 26인,김영식,"강대식,강민국,구자근,김석기,김선교,김용판,노웅래,민병덕,박성민,박성중,백종헌,서범수,송언석,윤영석,이달곤,이종성,전주혜,정경희,조수진,최연숙,최형두,태영호,하태경,허은아,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2Q1I0B4Y2K0F1F8L0T8X0O9G0Z5N2&ageFrom=21&ageTo=21,문화체육관광위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2Q1I0B4Y2K0F1F8L0T8X0O9G0Z5N2
2109617,21,신문 등의 진흥에 관한 법률 일부개정법률안,김영식의원 등 57인,김영식,"강대식,강민국,구자근,김미애,김상훈,김석기,김선교,김용판,김정재,김태호,김형동,김희국,노웅래,민병덕,박대수,박대출,박성민,박성중,박수영,박형수,백종헌,서범수,서정숙,송석준,송언석,신원식,양금희,엄태영,유상범,윤영석,윤창현,윤희숙,이달곤,이만희,이양수,이용,이종성,이철규,임이자,전주혜,정경희,정점식,정희용,조명희,조수진,조승래,주호영,최연숙,최춘식,최형두,태영호,하영제,하태경,한무경,허은아,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2E1W0F4Z2J0K1K8E0P5O5D5Q3W0Z3&ageFrom=21&ageTo=21,문화체육관광위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2E1W0F4Z2J0K1K8E0P5O5D5Q3W0Z3
2109616,21,주차장법 일부개정법률안,한병도의원등12인,한병도,"권인숙,김민석,김민철,김수흥,김승원,신영대,안규백,오영환,윤준병,정일영,정태호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2Q0T1F2C1Y1H1R0Y1Y2X0O3N2U0S5&ageFrom=21&ageTo=21,국토교통위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2Q0T1F2C1Y1H1R0Y1Y2X0O3N2U0S5
2109615,21,건설산업기본법 일부개정법률안,김윤덕의원 등 10인,김윤덕,"강병원,강준현,강훈식,문정복,송재호,안호영,정춘숙,조오섭,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2S1I0E4Z0J8G1J3W4D2F1X5S6Y1L0&ageFrom=21&ageTo=21,국토교통위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2S1I0E4Z0J8G1J3W4D2F1X5S6Y1L0
2109614,21,농수산물의 원산지 표시에 관한 법률 일부개정법률안,정청래의원등10인,정청래,"강득구,박성준,박홍근,송갑석,양경숙,오영환,오영훈,이수진,임오경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2N1D0S4R1M3E1I3B2M0F3Q5F7S4N8&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2N1D0S4R1M3E1I3B2M0F3Q5F7S4N8
2109613,21,도로교통법 일부개정법률안,한기호의원 등 10인,한기호,"박대수,서병수,양금희,윤창현,이종배,정운천,조명희,최형두,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2W1J0L4J2M0Q1Q7X1V1P0G5V8O7M2&ageFrom=21&ageTo=21,행정안전위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2W1J0L4J2M0Q1Q7X1V1P0G5V8O7M2
2109612,21,지방세특례제한법 일부개정법률안,권명호의원 등 11인,권명호,"강민국,김형동,박대수,윤창현,이종성,이철규,임이자,정운천,정진석,정희용",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2N1B0S4E2Y0V1P6E3C5U5A7E3V5I8&ageFrom=21&ageTo=21,행정안전위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2N1B0S4E2Y0V1P6E3C5U5A7E3V5I8
2109611,21,방송법 일부개정법률안,정희용의원등13인,정희용,"강대식,구자근,권명호,김용판,김희곤,박덕흠,윤창현,이용,이채익,정진석,최춘식,추경호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2G1W0K4Y2Q0J1F0O1X6W2U2Q9Y3S0&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2G1W0K4Y2Q0J1F0O1X6W2U2Q9Y3S0
2109610,21,장애인복지법 일부개정법률안,정희용의원등14인,정희용,"강대식,구자근,권명호,김용판,김희곤,박덕흠,양정숙,윤창현,이용,이채익,정진석,최춘식,추경호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2L1G0P4V2S0R1M0Y1G5Y0H3L7H1K7&ageFrom=21&ageTo=21,보건복지위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2L1G0P4V2S0R1M0Y1G5Y0H3L7H1K7
2109609,21,경찰공무원법 일부개정법률안,이형석의원등10인,이형석,"김홍걸,문진석,송갑석,유기홍,윤영덕,이병훈,이수진,이용빈,조오섭",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2T1Y0V4A0D6E1K3F3I1G1C5A1B8W5&ageFrom=21&ageTo=21,행정안전위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2T1Y0V4A0D6E1K3F3I1G1C5A1B8W5
2109608,21,장애인·고령자 등 주거약자 지원에 관한 법률 일부개정법률안,심상정의원등12인,심상정,"강민정,강은미,류호정,배진교,용혜인,이소영,이수진,이은주,장혜영,정성호,최혜영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2I1P0L3O1A7C1J5L3M8J3P8X2G4V2&ageFrom=21&ageTo=21,국토교통위원회,2021-04-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2I1P0L3O1A7C1J5L3M8J3P8X2G4V2
