품목별(1),품목별(2),품목별(3),항목,시점,데이터
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,자동자료처리기계,수입액 (천달러),2021. 06,701414
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,자동자료처리기계,수입액 (천달러),2021. 07,721939
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,자동자료처리기계,수입액 (천달러),2021. 08,786197
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,자동자료처리기계,수입액 (천달러),2021. 09,790520
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,자동자료처리기계,수입액 (천달러),2021. 10,699064
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,자동자료처리기계,수입액 (천달러),2021. 11,771484
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2020. 01,783637
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2020. 02,878174
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2020. 03,1221348
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2020. 04,1249104
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2020. 05,1254603
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2020. 06,1352017
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2020. 07,970418
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2020. 08,916722
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2020. 09,1376824
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2020. 10,964162
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2020. 11,997128
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2020. 12,1315800
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2021. 01,1026400
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2021. 02,873804
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2021. 03,1057708
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2021. 04,1140872
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2021. 05,1119970
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2021. 06,1359190
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2021. 07,1420460
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2021. 08,1350174
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2021. 09,1362603
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2021. 10,1267941
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수출액 (천달러),2021. 11,1433886
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2020. 01,438557
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2020. 02,380192
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2020. 03,416737
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2020. 04,336938
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2020. 05,365230
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2020. 06,369083
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2020. 07,465874
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2020. 08,514710
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2020. 09,530985
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2020. 10,466790
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2020. 11,453797
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2020. 12,457842
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2021. 01,460783
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2021. 02,349729
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2021. 03,405122
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2021. 04,368293
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2021. 05,343086
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2021. 06,390023
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2021. 07,520952
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2021. 08,302035
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2021. 09,485667
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2021. 10,371926
기계 및 운수장비,사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,수입액 (천달러),2021. 11,439620
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2020. 01,2064767
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2020. 02,2089179
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2020. 03,2425689
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2020. 04,1606130
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2020. 05,1726798
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2020. 06,2122139
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2020. 07,2203587
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2020. 08,2174923
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2020. 09,2808132
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2020. 10,2988131
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2020. 11,3117309
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2020. 12,3289601
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2021. 01,2899970
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2021. 02,2334902
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2021. 03,2499228
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2021. 04,2691645
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2021. 05,2539346
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2021. 06,2564671
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2021. 07,2800028
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2021. 08,3106952
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2021. 09,3412818
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2021. 10,3369826
기계 및 운수장비,통신 및 녹음기기,소계,수출액 (천달러),2021. 11,3643211
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2020. 01,1711577
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2020. 02,1217845
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2020. 03,1772152
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2020. 04,1695936
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2020. 05,1674939
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2020. 06,1587027
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2020. 07,1757650
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2020. 08,1458211
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2020. 09,1520189
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2020. 10,1828527
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2020. 11,2061355
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2020. 12,1942040
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2021. 01,2091166
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2021. 02,1496470
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2021. 03,1771369
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2021. 04,1927485
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2021. 05,1644889
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2021. 06,1462226
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2021. 07,1719146
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2021. 08,1803330
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2021. 09,1701182
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2021. 10,2557781
기계 및 운수장비,통신 및 녹음기기,소계,수입액 (천달러),2021. 11,2218236
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2020. 01,113229
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2020. 02,99133
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2020. 03,114665
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2020. 04,71977
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2020. 05,51801
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2020. 06,68780
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2020. 07,69412
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2020. 08,50455
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2020. 09,52010
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2020. 10,55904
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2020. 11,48067
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2020. 12,51093
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2021. 01,43167
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2021. 02,46971
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2021. 03,54261
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2021. 04,52014
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2021. 05,53783
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2021. 06,62875
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2021. 07,71691
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2021. 08,55929
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2021. 09,74766
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2021. 10,71897
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수출액 (천달러),2021. 11,74517
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2020. 01,170983
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2020. 02,79866
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2020. 03,149521
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2020. 04,169625
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2020. 05,159633
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2020. 06,146466
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2020. 07,140848
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2020. 08,139462
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2020. 09,135332
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2020. 10,159350
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2020. 11,172900
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2020. 12,212466
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2021. 01,235036
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2021. 02,188781
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2021. 03,218500
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2021. 04,221492
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2021. 05,215067
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2021. 06,199908
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2021. 07,178009
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2021. 08,199075
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2021. 09,222993
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2021. 10,219570
기계 및 운수장비,통신 및 녹음기기,텔레비젼 수상기,수입액 (천달러),2021. 11,270048
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2020. 01,27565
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2020. 02,33466
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2020. 03,34121
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2020. 04,15342
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2020. 05,7506
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2020. 06,11420
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2020. 07,21197
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2020. 08,21658
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2020. 09,25528
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2020. 10,34026
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2020. 11,33148
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2020. 12,31969
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2021. 01,28693
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2021. 02,24914
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2021. 03,24602
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2021. 04,17940
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2021. 05,26281
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2021. 06,33823
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2021. 07,38002
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2021. 08,26550
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2021. 09,27860
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2021. 10,32587
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수출액 (천달러),2021. 11,30027
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2020. 01,12427
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2020. 02,5448
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2020. 03,11482
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2020. 04,11394
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2020. 05,10535
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2020. 06,8700
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2020. 07,10922
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2020. 08,11626
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2020. 09,9572
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2020. 10,11221
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2020. 11,7419
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2020. 12,7609
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2021. 01,7673
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2021. 02,4801
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2021. 03,5550
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2021. 04,7743
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2021. 05,6323
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2021. 06,7882
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2021. 07,5820
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2021. 08,6986
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2021. 09,6478
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2021. 10,6674
기계 및 운수장비,통신 및 녹음기기,라디오방송용 수신기기,수입액 (천달러),2021. 11,6894
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2020. 01,13090
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2020. 02,14832
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2020. 03,12701
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2020. 04,9052
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2020. 05,7986
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2020. 06,9720
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2020. 07,10793
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2020. 08,9352
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2020. 09,14130
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2020. 10,12418
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2020. 11,10585
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2020. 12,14264
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2021. 01,12550
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2021. 02,15209
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2021. 03,17248
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2021. 04,14084
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2021. 05,13390
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2021. 06,12742
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2021. 07,15379
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2021. 08,12388
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2021. 09,14100
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2021. 10,12630
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수출액 (천달러),2021. 11,14834
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2020. 01,7855
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2020. 02,3717
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2020. 03,8794
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2020. 04,10577
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2020. 05,8676
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2020. 06,7851
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2020. 07,12432
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2020. 08,6700
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2020. 09,6687
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2020. 10,8896
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2020. 11,9600
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2020. 12,11539
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2021. 01,9620
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2021. 02,8644
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2021. 03,8872
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2021. 04,12095
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2021. 05,7437
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2021. 06,12073
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2021. 07,9955
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2021. 08,10664
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2021. 09,10210
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2021. 10,10324
기계 및 운수장비,통신 및 녹음기기,녹음기와 음성 재생기,수입액 (천달러),2021. 11,11201
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2020. 01,1910882
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2020. 02,1941748
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2020. 03,2264202
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2020. 04,1509759
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2020. 05,1659505
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2020. 06,2032219
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2020. 07,2102185
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2020. 08,2093458
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2020. 09,2716464
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2020. 10,2885784
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2020. 11,3025509
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2020. 12,3192274
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2021. 01,2815560
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2021. 02,2247808
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2021. 03,2403117
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2021. 04,2607607
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2021. 05,2445893
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2021. 06,2455231
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2021. 07,2674956
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2021. 08,3012085
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2021. 09,3296092
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2021. 10,3252712
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수출액 (천달러),2021. 11,3523834
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수입액 (천달러),2020. 01,1520313
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수입액 (천달러),2020. 02,1128815
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수입액 (천달러),2020. 03,1602354
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수입액 (천달러),2020. 04,1504339
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수입액 (천달러),2020. 05,1496094
기계 및 운수장비,통신 및 녹음기기,달리 명시되지 않은 통신장비,수입액 (천달러),2020. 06,1424010
