품목별(1),품목별(2),품목별(3),항목,시점,데이터
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2020. 02,8939
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2020. 03,18052
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2020. 04,11985
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2020. 05,11723
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2020. 06,13596
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2020. 07,11668
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2020. 08,11241
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2020. 09,14896
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2020. 10,10618
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2020. 11,13265
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2020. 12,15140
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2021. 01,10604
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2021. 02,8695
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2021. 03,10116
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2021. 04,17298
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2021. 05,13488
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2021. 06,20078
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2021. 07,10399
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2021. 08,11769
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2021. 09,14863
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2021. 10,11266
비식용원재료(연료제외),미가공 비료 및 미가공 광물,"돌,모래 및 자갈",수입액 (천달러),2021. 11,13330
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2020. 01,3754
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2020. 02,2954
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2020. 03,2927
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2020. 04,2544
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2020. 05,2694
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2020. 06,2886
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2020. 07,2629
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2020. 08,3190
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2020. 09,3450
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2020. 10,3522
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2020. 11,4903
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2020. 12,5602
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2021. 01,6205
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2021. 02,9424
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2021. 03,11506
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2021. 04,11078
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2021. 05,16047
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2021. 06,14032
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2021. 07,16316
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2021. 08,16994
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2021. 09,14661
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2021. 10,18595
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수출액 (천달러),2021. 11,26988
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2020. 01,536
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2020. 02,919
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2020. 03,245
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2020. 04,161
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2020. 05,90
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2020. 06,72
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2020. 07,52
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2020. 08,55
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2020. 09,67
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2020. 10,71
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2020. 11,81
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2020. 12,246
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2021. 01,174
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2021. 02,222
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2021. 03,603
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2021. 04,200
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2021. 05,144
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2021. 06,577
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2021. 07,494
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2021. 08,707
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2021. 09,200
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2021. 10,966
비식용원재료(연료제외),미가공 비료 및 미가공 광물,유황 및 하소하지 않은 황하철광,수입액 (천달러),2021. 11,1861
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2020. 01,1151
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2020. 02,1069
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2020. 03,1205
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2020. 04,789
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2020. 05,915
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2020. 06,844
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2020. 07,1290
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2020. 08,1049
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2020. 09,1728
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2020. 10,1359
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2020. 11,1401
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2020. 12,1390
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2021. 01,1560
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2021. 02,1512
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2021. 03,1437
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2021. 04,1675
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2021. 05,1530
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2021. 06,1681
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2021. 07,1426
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2021. 08,1590
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2021. 09,1769
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2021. 10,2905
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액 (천달러),2021. 11,2302
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2020. 01,3485
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2020. 02,3496
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2020. 03,4400
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2020. 04,3127
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2020. 05,2166
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2020. 06,2307
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2020. 07,3049
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2020. 08,3007
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2020. 09,3276
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2020. 10,3335
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2020. 11,4007
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2020. 12,4870
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2021. 01,3912
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2021. 02,3394
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2021. 03,4093
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2021. 04,4507
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2021. 05,4352
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2021. 06,5181
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2021. 07,4922
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2021. 08,4095
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2021. 09,4283
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2021. 10,5213
비식용원재료(연료제외),미가공 비료 및 미가공 광물,달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액 (천달러),2021. 11,6286
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2020. 01,7084
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2020. 02,7695
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2020. 03,8671
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2020. 04,7965
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2020. 05,5693
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2020. 06,6333
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2020. 07,5337
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2020. 08,7387
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2020. 09,6457
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2020. 10,10340
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2020. 11,7977
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2020. 12,9541
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2021. 01,10305
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2021. 02,7426
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2021. 03,11699
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2021. 04,8701
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2021. 05,8533
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2021. 06,8788
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2021. 07,11501
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2021. 08,8741
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2021. 09,11269
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2021. 10,7827
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수출액 (천달러),2021. 11,12484
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2020. 01,67271
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2020. 02,44800
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2020. 03,61985
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2020. 04,66907
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2020. 05,53284
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2020. 06,51271
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2020. 07,53062
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2020. 08,51267
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2020. 09,54983
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2020. 10,58362
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2020. 11,49542
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2020. 12,69098
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2021. 01,65122
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2021. 02,70722
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2021. 03,68844
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2021. 04,66528
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2021. 05,62158
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2021. 06,62804
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2021. 07,64381
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2021. 08,62872
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2021. 09,66506
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2021. 10,69582
비식용원재료(연료제외),미가공 비료 및 미가공 광물,기타 미가공 광물,수입액 (천달러),2021. 11,85701
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2020. 01,71364
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2020. 02,63396
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2020. 03,125659
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2020. 04,192527
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2020. 05,80297
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2020. 06,80781
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2020. 07,171161
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2020. 08,98086
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2020. 09,90774
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2020. 10,105108
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2020. 11,196860
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2020. 12,133207
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2021. 01,112963
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2021. 02,149156
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2021. 03,138289
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2021. 04,282760
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2021. 05,250796
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2021. 06,236815
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2021. 07,217862
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2021. 08,284165
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2021. 09,239953
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2021. 10,164261
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수출액 (천달러),2021. 11,207650
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2020. 01,1790823
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2020. 02,1462732
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2020. 03,1703986
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2020. 04,1950838
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2020. 05,1500048
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2020. 06,1478109
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2020. 07,1868259
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2020. 08,1460483
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2020. 09,2034007
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2020. 10,1897001
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2020. 11,2324879
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2020. 12,2245377
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2021. 01,2319479
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2021. 02,2304500
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2021. 03,2525895
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2021. 04,2974486
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2021. 05,2478842
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2021. 06,2974564
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2021. 07,3323682
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2021. 08,2763849
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2021. 09,2900082
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2021. 10,3178940
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,소계,수입액 (천달러),2021. 11,2841549
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2020. 01,0
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2020. 02,185
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2020. 04,254
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2020. 05,484
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2020. 06,1283
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2020. 07,974
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2020. 08,1049
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2020. 09,1807
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2020. 10,1213
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2020. 11,870
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2020. 12,1275
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2021. 01,779
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2021. 02,605
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2021. 03,1738
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2021. 04,1265
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2021. 05,3626
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2021. 06,3474
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2021. 07,2196
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2021. 08,1282
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2021. 09,1206
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2021. 10,664
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수출액 (천달러),2021. 11,261
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2020. 01,590710
